Group,Exam,CP,HRES,LBCS,LBCC,LBIP0,LBRC,t_cp_us,t_hres_us,t_lbcs_us,t_lbcc_us,t_lbip0_us,t_lbrc_us
46,2,78,59.5357,78,78,78,60,0,5,8,18,133,2
46,3,79,62.7188,79,79,79,63,0,5,7,17,107,2
46,4,71,60.0312,71,71,71,61,0,6,10,20,127,2
46,5,82,75.625,82,82,82,76,0,6,10,19,112,2
46,6,87,70.0385,87,87,87,71,0,5,9,18,103,2
46,7,75,64.2069,75,75,75,65,0,5,8,18,106,2
46,8,72,63.25,72,72,72,64,0,6,10,20,125,3
46,9,60,56.2903,60,60,60,57,0,5,7,17,106,2
46,10,79,74.6923,79,79,79,75,0,5,8,16,98,2
47,1,75,45.2791,75,75,75,46,0,5,8,17,113,2
47,2,66,47.9048,66,66,66,48,0,6,7,20,131,3
47,3,69,51.973,69,69,69,52,0,5,9,17,103,2
47,4,76,58.2667,76,76,76,59,0,6,9,19,101,2
47,5,87,57.7273,87,87,87,58,1,6,9,19,100,2
47,6,76,53.9688,76,76,76,54,0,6,10,20,184,3
47,7,68,49.3333,68,68,68,50,0,5,7,24,107,2
47,8,71,52.5714,71,71,71,53,0,5,7,17,102,2
47,9,76,49.2286,76,76,76,50,0,5,7,18,118,3
47,10,66,49.1795,66,66,66,50,0,5,7,17,107,2
48,1,71,29.9667,71,71,71,30,0,5,7,16,110,2
48,2,87,37.875,87,87,87,38,0,5,8,17,99,2
48,3,84,44.575,84,84,84,45,0,6,9,19,123,3
48,4,62,37.7317,62,62,62,38,0,5,7,17,106,2
48,5,101,43.9778,101,101,101,44,0,5,9,18,101,2
48,6,66,39.3182,66,66,66,40,0,5,7,18,108,2
48,7,77,42.8913,77,77,77,43,0,8,17,20,127,3
48,8,88,45.475,88,88,88,46,1,7,10,22,122,3
48,9,82,42.8462,82,82,82,43,0,6,8,18,104,2
48,10,70,42.7317,70,70,70,43,0,6,8,17,101,2
