Group,Exam,CP,HRES,LBCS,LBCC,LBIP0,LBRC,t_cp_us,t_hres_us,t_lbcs_us,t_lbcc_us,t_lbip0_us,t_lbrc_us
46,3,64,53.0909,64,64,64,54,0,3,2,8,24,1
46,4,60,52.15,60,60,60,53,0,3,3,10,24,1
46,5,56,44.0769,56,56,56,45,0,3,2,10,25,1
46,6,56,41.5909,56,56,56,42,0,3,3,10,27,1
46,7,47,45.1667,47,48,47,46,0,3,3,10,24,1
46,8,55,46.3333,55,55,55,47,0,3,3,10,23,1
46,9,45,40.2222,45,45,45,41,0,3,3,9,25,1
46,10,46,37.8095,46,46,46,38,0,2,2,8,24,1
47,1,58,36.3043,58,58,58,37,0,3,3,9,20,1
47,2,59,36.2308,59,59,59,37,0,3,2,8,23,1
47,3,55,37.3929,55,55,55,38,0,3,2,9,22,1
47,4,48,37.087,48,48,48,38,0,3,2,8,22,1
47,5,44,34.2174,44,44,44,35,0,3,3,8,26,1
47,6,50,38.1154,50,50,50,39,0,3,2,9,26,1
47,7,60,41.7917,60,60,60,42,0,3,3,9,26,1
47,8,48,32,48,48,48,32,0,3,2,9,25,1
47,9,65,47.44,65,65,65,48,0,3,3,9,25,1
47,10,57,48.45,57,57,57,49,0,3,2,8,23,1
48,1,63,27.6364,63,63,63,28,0,3,3,8,21,1
48,2,54,25.6471,54,54,54,26,0,3,3,10,24,1
48,3,50,21.6889,50,50,50,22,0,3,3,10,27,1
48,4,57,34.0714,57,57,57,35,0,3,3,10,25,1
48,5,58,33.4138,58,58,58,34,0,3,2,9,27,1
48,6,58,24.6286,58,58,58,25,0,3,3,10,25,1
48,7,55,32.5882,55,55,55,33,0,3,3,10,26,1
48,8,44,29.0294,44,44,44,30,0,3,2,11,24,1
48,9,59,38.3438,59,59,59,39,0,3,3,10,26,1
48,10,54,28.9429,54,54,54,29,0,3,2,10,27,1
